field1,field2,field3,field4,field5,field6,_GC_TYPE,_CLEANADDR,_PNU,_X,_Y,숙박업소(관광지수),인구[명],상권밀집도(비율),교통량(AADT),adm_cd2,recommend1,recommend2,recommend3
2020,2020-06-11,주유소,휴업,현대오일뱅크(주)직영 검단주유소,인천광역시 서구 완정로138 (마전동),정,인천광역시 서구 완정로 138 (마전동),2826011300109820008,126.66080117910866,37.60095888017763,4,21215.0,0.01,75388.0,2826068000.0,기타,업무시설,근린생활시설
2020,2020-05-28,주유소,폐업,송치재주유소,전라남도 순천시 순천로758 (서면),정,전라남도 순천시 순천로 758 (서면),4615032021108150000,127.43744770131258,35.03987854809691,1,2268.0,0.03,8563.0,4615032000.0,가설건축,공장,기타
2020,2020-03-31,주유소,등록취소,현대산단주유소,광주광역시 광산구 영광로3497 (오운동),정,광주광역시 광산구 영광로 3497 (오운동),2920015900105120003,126.68932951840571,35.16013738105766,19,2401.0,0.03,25151.0,2920068000.0,가설건축,기타,공장
2020,2020-04-01,주유소,휴업,새천안주유소,충청남도 천안시 서북구 천안대로1307 (신당동),정,충청남도 천안시 서북구 천안대로 1307 (신당동),4413311000104260007,127.1524691359697,36.85765401956739,7,51022.0,0.02,52256.0,4413358000.0,가설건축,판매시설,자동차관련시설
2020,2020-05-21,주유소,폐업,야로주유소,경상남도 합천군 가야산로360 (야로면),정,경상남도 합천군 가야산로 360 (야로면),4889034026102660001,128.16957935289548,35.70626510630833,3,2245.0,0.02,2115.0,4889034000.0,공동주택,공장,숙박시설
2020,2020-06-01,주유소,폐업,씨티주유소,광주광역시 광산구 동곡로350 (복룡동),정,광주광역시 광산구 동곡로 350 (복룡동),2920014300100910011,126.78035033448424,35.11371353067697,19,1699.0,0.04,47995.0,2920066000.0,가설건축,기타,업무시설
2020,2020-03-31,주유소,휴업,양학로주유소,경상북도 포항시 북구 양학로101 (득량동),정,경상북도 포항시 북구 양학로 101 (득량동),4711311400101900004,129.34445519224792,36.03037672783118,44,16257.0,0.01,21053.0,4711363000.0,가설건축,자동차관련시설,공동주택
2020,2020-05-28,주유소,폐업,믿음주유소(1),강원도 고성군 청간정길5 (토성면),정,강원특별자치도 고성군 청간정길 5 (토성면),5182033022100320000,128.55564356403397,38.26619069478341,72,9709.0,0.03,22861.0,5182033000.0,가설건축,업무시설,공동주택
2020,2020-05-22,주유소,휴업,평택배미주유소,경기도 평택시 서동대로3622 (합정동),정,경기도 평택시 서동대로 3622 (합정동),4122011700100790030,127.11208309481964,36.985591809734295,9,57579.0,0.01,33805.0,4122059000.0,가설건축,자동차관련시설,판매시설
2020,2020-06-12,주유소,폐업,용문주유소,대전광역시 서구 도산로336 (용문동),정,대전광역시 서구 도산로 336 (용문동),3017010500102770011,127.38963805272014,36.33508501996257,6,12004.0,0.02,44361.0,3017055000.0,판매시설,공동주택,자동차관련시설
2020,2020-04-22,주유소,폐업,남부주유소,경상북도 김천시 양금로193 (황금동),정,경상북도 김천시 양금로 193 (황금동),4715010700101640007,128.12253630351233,36.11153955229624,1,3596.0,0.03,3531.0,4715056500.0,기타,공장,가설건축
2020,2020-04-03,주유소,휴업,새소망주유소,경기도 수원시 팔달구 팔달로137 (화서동),정,경기도 수원시 팔달구 팔달로 137 (화서동),4111513800100710010,127.0046589441466,37.28078220685476,57,24596.0,0.01,181236.0,4111568000.0,판매시설,가설건축,공동주택
2020,2020-06-10,주유소,폐업,새금암,전라북도 익산시 황등서로404 (함라면),정,전북특별자치도 익산시 황등서로 404 (함라면),5214033026107600001,126.903610870202,36.00768480111474,9,2480.0,0.06,1052.0,5214033000.0,공동주택,공장,가설건축
2020,2020-04-10,주유소,폐업,관문주유소,"울산광역시 남구 대학로1번길9-1 (무거동, 베스트빌)",정,울산광역시 남구 대학로1번길 9-1 (무거동),3114010100110050000,129.25278009902055,35.53646578619876,25,34796.0,0.02,32714.0,3114059500.0,가설건축,판매시설,자동차관련시설
2020,2020-05-01,주유소,폐업,안성고속주유소,경기도 안성시 서동대로4891 (대덕면),정,경기도 안성시 서동대로 4891 (대덕면),4155035027101570001,127.24156362169366,37.0206707970848,4,24173.0,0.02,14316.0,4155035000.0,가설건축,판매시설,자동차관련시설
2020,2020-05-28,주유소,폐업,송강주유소,경상남도 양산시 원동로1243 (원동면),정,경상남도 양산시 원동로 1243 (원동면),4833032027112780001,128.9374683723836,35.35236558042786,7,2984.0,0.04,1641.0,4833032000.0,근린생활시설,가설건축,기타
2020,2020-06-01,주유소,휴업,상촌주유소,충청북도 영동군 민주지산로2993 (상촌면),정,충청북도 영동군 민주지산로 2993 (상촌면),4374035021103520006,127.91337283851814,36.1468845160758,2,2070.0,0.02,1255.0,4374035000.0,가설건축,공장,기타
2020,2020-06-24,주유소,휴업,안녕그린주유소,경기도 화성시 효행로852 (안녕동),정,경기도 화성시 효행로 852 (안녕동),4159012600100150011,127.02262393849286,37.20536573768638,37,27596.0,0.02,25487.0,4159057000.0,가설건축,공장,자동차관련시설
2020,2020-06-03,주유소,휴업,풍양농협주유소,전라남도 고흥군 고흥로1166 (풍양면),정,전라남도 고흥군 고흥로 1166 (풍양면),4677031022105180003,127.2410046847568,34.5754244381042,2,2863.0,0.02,9153.0,4677031000.0,공동주택,가설건축,판매시설
2020,2020-05-12,주유소,폐업,오예스주유소,충청남도 천안시 서북구 쌍용대로274 (성정동),정,충청남도 천안시 서북구 쌍용대로 274 (성정동),4413310200106490009,127.1366937606198,36.82170474955504,40,27081.0,0.03,54979.0,4413352000.0,판매시설,근린생활시설,공동주택
2020,2020-06-15,주유소,폐업,성림셀프주유소,경상남도 김해시 가야로446-1 (동상동),유,경상남도 김해시 가야로 445 (동상동),4825010100110990000,128.88451648543335,35.241360174768786,3,10020.0,0.02,81441.0,4825051000.0,가설건축,판매시설,공동주택
2020,2020-04-17,주유소,폐업,달성공원주유소,대구광역시 중구 달성로115 (달성동),유,대구광역시 중구 달성로 116 (수창동),2711013000101040013,128.5820873734965,35.875661891022915,3,8053.0,0.03,156089.0,2711058500.0,업무시설,가설건축,공동주택
2020,2020-06-11,주유소,폐업,e-편한주유소,대구광역시 동구 아양로139 (신암동),유,대구광역시 동구 아양로 133 (신암동),2714010100101390069,128.6258676305144,35.886993584215304,23,14606.0,0.01,135921.0,2714054000.0,판매시설,공동주택,업무시설
2020,2020-07-01,주유소,휴업,현대오일뱅크㈜직영 이천제일셀프주유소,경기도 이천시 경충대로1960 (대월면),정,경기도 이천시 경충대로 1960 (대월면),4150035026103820006,127.49940319005988,37.24363409756773,3,14645.0,0.02,5327.0,4150035000.0,기타,가설건축,자동차관련시설
2020,2020-04-22,주유소,폐업,유림주유소,경기도 오산시 역광장로1 (오산동),유,경기도 오산시 역광장로 2 (오산동),4137010100108850006,127.0683538873722,37.142552720035646,69,47912.0,0.02,4017.0,4137052300.0,가설건축,판매시설,자동차관련시설
2020,2020-04-29,주유소,폐업,서부산새마을금고주유소,부산광역시 사하구 낙동대로527 (하단동),정,부산광역시 사하구 낙동대로 527 (하단동),2638010300104980022,128.9647944220343,35.111077040675646,28,26852.0,0.02,134118.0,2638056200.0,판매시설,가설건축,공동주택
2020,2020-04-21,주유소,폐업,(주)안국에너지 대구지사 안국주유소,대구광역시 달서구 성서공단로329 (장동),유,대구광역시 달서구 성서공단로 328 (월성동),2729012000117880000,128.51870309875892,35.83594025218472,2,15996.0,0.05,111796.0,2729060200.0,자동차관련시설,업무시설,기타
2020,2020-04-24,주유소,휴업,믿음가득주유소,경상남도 합천군 동부로191 (율곡면),정,경상남도 합천군 동부로 191 (율곡면),4889035034107300005,128.1769498140098,35.56505756064389,12,10502.0,0.04,9926.0,4889035000.0,가설건축,근린생활시설,기타
2020,2020-04-24,주유소,폐업,승전주유소,충청남도 당진시 면천로70 (구룡동),정,충청남도 당진시 면천로 70 (구룡동),4427011100105520005,126.61156911940154,36.8306142694892,2,4845.0,0.02,4146.0,4427052000.0,기타,가설건축,자동차관련시설
2020,2020-05-06,주유소,폐업,성원주유소,경상북도 포항시 북구 동해대로1430 (흥해읍),정,경상북도 포항시 북구 동해대로 1430 (흥해읍),4711325024103030000,129.34289185359538,36.100461385957736,17,43013.0,0.02,47564.0,4711325000.0,가설건축,판매시설,자동차관련시설
2020,2020-07-07,주유소,등록취소,만남의주유소,충청북도 음성군 충청대로1639 (음성읍),정,충청북도 음성군 충청대로 1639 (음성읍),4377025024102740006,127.71187980260888,36.94562710832599,14,16976.0,0.02,10534.0,4377025000.0,가설건축,기타,판매시설
2020,2020-05-21,주유소,휴업,(주)광동유통 단양(하)주유소,충청북도 단양군 하방3길100 (단성면),정,충청북도 단양군 하방3길 100 (단성면),4380036025100560000,128.322219670548,36.942810347155735,12,1553.0,0.03,1987.0,4380036000.0,근린생활시설,기타,업무시설
2020,2020-04-27,주유소,폐업,㈜지일에너지 통일주유소,경기도 파주시 우계로119 (파주읍),정,경기도 파주시 우계로 119 (파주읍),4148025326103170002,126.81528836576364,37.8370138251208,4,14636.0,0.03,21130.0,4148025300.0,가설건축,판매시설,자동차관련시설
2020,2020-07-09,주유소,폐업,천인주유소,충청남도 천안시 서북구 서부대로368 (쌍용동),정,충청남도 천안시 서북구 서부대로 368 (쌍용동),4413310700112350000,127.1270537410966,36.8001714931084,18,13139.0,0.03,71113.0,4413353000.0,숙박시설,기타,근린생활시설
2020,2020-06-24,주유소,휴업,123주유소,충청남도 부여군 왕릉로422 (석성면),정,충청남도 부여군 왕릉로 422 (석성면),4476044025102280005,126.97927262592846,36.26835094922161,1,2875.0,0.03,16387.0,4476044000.0,가설건축,업무시설,자동차관련시설
2020,2020-05-14,주유소,폐업,잼버리주유소,강원도 춘천시 가락재로1356 (동면),정,강원특별자치도 춘천시 가락재로 1356 (동면),5111031030103250000,127.85100690154488,37.86116723300317,4,19631.0,0.03,868.0,5111031000.0,가설건축,업무시설,기타
2020,2020-05-27,주유소,휴업,남악주유소,전라남도 구례군 화엄사로30 (마산면),정,전라남도 구례군 화엄사로 30 (마산면),4673034026103770004,127.48186616481246,35.21308712461375,9,2276.0,0.02,3020.0,4673034000.0,공동주택,공장,숙박시설
2020,2020-04-29,주유소,휴업,SK네트웍스(주)거산주유소,대구광역시 북구 호국로303 (서변동),정,대구광역시 북구 호국로 303 (서변동),2723011500101400007,128.59837394671743,35.928956154593365,2,34228.0,0.02,32970.0,2723069500.0,가설건축,자동차관련시설,공장
2020,2020-04-29,주유소,등록취소,지평주유소,경기도 양평군 지평로239 (지평면),정,경기도 양평군 지평로 239 (지평면),4183039522100190001,127.63434112126632,37.48821544094899,3,6782.0,0.02,4271.0,4183039500.0,가설건축,기타,자동차관련시설
2020,2020-07-16,주유소,휴업,더원홀딩스(주),광주광역시 남구 서문대로37(이장동),정,광주광역시 남구 서문대로 37 (이장동),2915512700101020000,126.8593369721628,35.0805181571288,2,7978.0,0.01,39702.0,2915573000.0,가설건축,업무시설,자동차관련시설
2020,2020-06-29,주유소,폐업,SK네트웍스(주) 우암주유소,충청북도 청주시 청원구 향군로44 (우암동),유,충청북도 청주시 청원구 향군로 43 (우암동),4311410100103500002,127.48594892874044,36.64956769524248,21,12350.0,0.03,19656.0,4311451000.0,공동주택,판매시설,가설건축
2020,2020-05-29,주유소,휴업,SK장삼주유소,서울특별시 성북구 한천로612 (장위동),정,서울특별시 성북구 한천로 612 (장위동),1129013800100430009,127.06023777643304,37.613633815298826,9,34039.0,0.02,67898.0,1129078000.0,판매시설,업무시설,공동주택
2020,2020-05-04,주유소,폐업,백두주유소,경기도 연천군 청창로728 (청산면),정,경기도 연천군 청창로 728 (청산면),4180032025108250031,127.1369708739007,38.0232319790678,2,2189.0,0.04,2211.0,4180032000.0,공장,가설건축,기타
2020,2020-07-07,주유소,폐업,은하주유소,부산광역시 해운대구 해운대로415 (우동),정,부산광역시 해운대구 해운대로 415 (우동),2635010500110810005,129.1411453837648,35.16690654070455,13,29092.0,0.04,48622.0,2635052000.0,가설건축,판매시설,공장
2020,2020-07-22,주유소,폐업,아우내농협 병천주유소,충청남도 천안시 동남구 아우내순대길64 (병천면),정,충청남도 천안시 동남구 아우내순대길 64 (병천면),4413136022101030000,127.30016056689442,36.76298606779503,5,6837.0,0.03,27740.0,4413136000.0,가설건축,공동주택,업무시설
2020,2020-06-30,주유소,폐업,원흥 식사동지점,경기도 고양시 일산동구 고양대로1045 (식사동),유,경기도 고양시 일산동구 고양대로 1044 (식사동),4128510100108540007,126.80778673464704,37.67128201077372,2,39963.0,0.02,139468.0,4128551000.0,자동차관련시설,기타,가설건축
2020,2020-07-02,주유소,휴업,대양주유소,충청남도 금산군 무금로1831 (부리면),정,충청남도 금산군 무금로 1831 (부리면),4471033023100580002,127.53332941511934,36.06705306051981,1,2251.0,0.04,3467.0,4471033000.0,가설건축,기타,공장
2020,2020-05-14,주유소,휴업,하이테크에너지(주) 제천하이테크주유소,충청북도 제천시 단양로2897 (대랑동),정,충청북도 제천시 단양로 2897 (대랑동),4315012800100710003,128.25755565965227,37.09210138410613,40,10437.0,0.02,13624.0,4315057700.0,가설건축,공동주택,기타
2020,2020-06-10,주유소,폐업,월드주유소,대구광역시 달서구 달구벌대로1653 (감삼동),정,대구광역시 달서구 달구벌대로 1653 (감삼동),2729011300100610002,128.54676944667997,35.85418863329692,5,28856.0,0.02,66579.0,2729056300.0,공동주택,판매시설,자동차관련시설
2020,2020-06-02,주유소,폐업,이천주유소,대구광역시 남구 이천로119 (이천동),유,대구광역시 남구 이천로 122 (이천동),2720010100104170026,128.598777494915,35.85211503600514,1,12361.0,0.02,135921.0,2720051500.0,판매시설,업무시설,가설건축
2020,2020-07-07,주유소,폐업,오일드림주유소,경상북도 구미시 산업로140 (원평동),유,경상북도 구미시 산업로 137 (원평동),4719010100102750001,128.3375954076272,36.130956779483455,2,5702.0,0.11,81863.0,4719053500.0,가설건축,기타,업무시설
